Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Sulfur Dioxide (ppm)
31/10/2013,04:00,171,2.1,19.3,1.1,0.000
31/10/2013,05:00,169,2.0,18.2,1.1,0.000
31/10/2013,06:00,168,2.1,18.4,1.1,0.000
31/10/2013,07:00,162,2.6,18.7,1.4,0.000
31/10/2013,08:00,152,2.7,19.7,1.4,0.000
31/10/2013,09:00,155,2.6,24.1,1.6,0.000
31/10/2013,10:00,156,2.4,24.2,1.4,0.000
31/10/2013,11:00,166,2.4,27.7,1.2,0.000
31/10/2013,12:00,165,2.5,27.2,1.4,0.000
31/10/2013,13:00,163,2.4,34.3,1.6,0.000
31/10/2013,14:00,169,3.0,22.7,1.7,0.000
31/10/2013,15:00,179,3.1,28.8,1.6,0.001
31/10/2013,16:00,174,3.0,22.6,1.5,0.000
31/10/2013,17:00,167,2.8,21.4,1.5,0.000
31/10/2013,18:00,161,2.0,20.5,1.1,0.000
31/10/2013,19:00,166,1.8,12.6,0.9,0.000
31/10/2013,20:00,170,1.9,12.9,0.9,0.000
31/10/2013,21:00,171,2.3,12.4,1.0,0.000
31/10/2013,22:00,175,2.3,12.0,0.9,0.000
31/10/2013,23:00,175,2.3,11.2,0.9,0.000
01/11/2013,00:00,176,2.5,10.9,0.9,
01/11/2013,01:00,176,2.4,12.0,0.9,0.000
01/11/2013,02:00,178,2.3,11.4,0.9,0.000
01/11/2013,03:00,175,2.3,14.7,1.0,0.000
01/11/2013,04:00,175,2.5,12.2,1.1,0.000
01/11/2013,05:00,179,2.3,13.9,1.0,0.000
01/11/2013,06:00,181,3.1,11.5,1.0,0.000
01/11/2013,07:00,168,3.2,15.3,1.6,0.000
01/11/2013,08:00,158,2.9,17.3,1.5,0.000
01/11/2013,09:00,159,3.2,19.7,1.6,0.000
01/11/2013,10:00,166,3.3,18.0,1.6,0.000
01/11/2013,11:00,172,2.7,24.2,1.4,0.000
01/11/2013,12:00,174,2.6,27.7,1.3,0.000
01/11/2013,13:00,179,2.6,35.2,1.4,0.003
01/11/2013,14:00,181,1.9,46.0,1.3,0.022
01/11/2013,15:00,191,2.2,34.7,1.4,0.022
01/11/2013,16:00,175,2.3,33.7,1.5,0.012
01/11/2013,17:00,175,2.2,25.1,1.2,0.022
01/11/2013,18:00,188,2.2,17.1,0.9,0.001
01/11/2013,19:00,179,1.2,16.1,0.5,0.000
01/11/2013,20:00,191,1.5,9.4,0.4,0.000
01/11/2013,21:00,187,1.2,12.7,0.5,0.000
01/11/2013,22:00,214,0.6,45.5,0.4,0.000
01/11/2013,23:00,244,0.4,75.3,0.4,0.000
02/11/2013,00:00,240,0.4,65.3,0.3,
02/11/2013,01:00,238,0.5,48.1,0.3,0.000
02/11/2013,02:00,231,0.4,77.9,0.3,0.000
02/11/2013,03:00,278,0.2,68.9,0.2,0.000
02/11/2013,04:00,11,0.2,95.5,0.5,0.000
02/11/2013,05:00,200,0.7,49.5,0.4,0.000
02/11/2013,06:00,199,1.1,16.5,0.3,0.000
02/11/2013,07:00,198,1.2,20.6,0.4,0.000
02/11/2013,08:00,106,1.4,46.1,1.1,0.000
02/11/2013,09:00,95,1.9,28.3,1.0,0.000
02/11/2013,10:00,99,2.1,33.9,1.3,0.000
02/11/2013,11:00,89,2.0,42.3,1.4,0.000
02/11/2013,12:00,114,1.4,61.7,1.4,0.000
02/11/2013,13:00,120,1.0,91.2,1.4,0.000
02/11/2013,14:00,126,0.7,99.5,1.1,0.000
02/11/2013,15:00,88,1.1,74.9,1.2,0.000
02/11/2013,16:00,71,1.9,39.0,1.1,0.000
02/11/2013,17:00,101,1.2,53.8,1.0,0.000
02/11/2013,18:00,83,1.2,49.9,0.7,0.000
02/11/2013,19:00,44,0.7,36.2,0.4,0.000
02/11/2013,20:00,37,1.1,20.3,0.4,0.000
02/11/2013,21:00,325,0.3,131.3,0.3,0.000
02/11/2013,22:00,222,0.5,15.1,0.2,0.000
02/11/2013,23:00,198,0.6,19.6,0.2,0.001
03/11/2013,00:00,257,0.3,78.6,0.5,
03/11/2013,01:00,178,0.7,48.7,0.5,0.001
03/11/2013,02:00,60,2.2,37.3,1.5,0.000
03/11/2013,03:00,336,1.0,34.0,0.5,0.007
03/11/2013,04:00,34,0.8,158.4,0.8,0.005
03/11/2013,05:00,322,0.5,54.8,0.4,0.001
03/11/2013,06:00,259,0.1,96.8,0.2,0.001
03/11/2013,07:00,61,2.6,23.2,1.4,0.000
03/11/2013,08:00,51,2.9,17.2,1.2,0.000
03/11/2013,09:00,42,3.2,19.4,1.3,0.001
03/11/2013,10:00,22,3.0,31.0,1.4,0.001
03/11/2013,11:00,35,2.4,37.3,1.5,0.000
03/11/2013,12:00,32,2.0,47.9,1.5,0.001
03/11/2013,13:00,75,1.8,54.6,1.4,0.001
03/11/2013,14:00,84,2.0,41.2,1.3,0.001
03/11/2013,15:00,50,1.2,67.0,1.1,0.000
03/11/2013,16:00,86,1.5,106.0,2.1,0.001
03/11/2013,17:00,79,2.6,18.3,1.3,0.001
03/11/2013,18:00,80,2.6,19.3,1.5,0.000
03/11/2013,19:00,76,1.2,21.1,0.6,0.000
03/11/2013,20:00,125,0.4,38.8,0.3,0.000
03/11/2013,21:00,134,0.1,92.3,0.2,0.001
03/11/2013,22:00,175,0.6,23.4,0.3,0.001
03/11/2013,23:00,111,1.5,23.1,0.9,0.000
04/11/2013,00:00,134,0.8,30.0,0.6,
04/11/2013,01:00,108,1.1,38.4,0.7,0.000
04/11/2013,02:00,71,1.1,39.2,0.8,0.000
04/11/2013,03:00,50,0.7,46.4,0.5,0.000
04/11/2013,04:00,63,0.9,50.2,0.7,0.000
04/11/2013,05:00,316,0.1,119.6,0.3,0.001
04/11/2013,06:00,294,0.3,50.5,0.2,0.001
04/11/2013,07:00,44,1.6,39.0,1.2,0.000
04/11/2013,08:00,39,3.1,15.0,1.1,0.000
04/11/2013,09:00,40,2.6,22.2,1.1,0.000
04/11/2013,10:00,53,2.4,31.7,1.3,0.000
04/11/2013,11:00,82,2.9,31.4,1.5,0.001
04/11/2013,12:00,101,3.8,29.6,2.2,0.000
04/11/2013,13:00,94,4.0,26.9,2.1,0.000
04/11/2013,14:00,96,2.7,36.2,1.7,0.000
04/11/2013,15:00,95,2.4,35.6,1.6,0.000
04/11/2013,16:00,85,3.0,25.7,1.7,0.000
04/11/2013,17:00,103,2.4,28.2,1.4,0.000
04/11/2013,18:00,95,1.3,34.6,0.9,0.000
04/11/2013,19:00,107,1.1,36.2,0.7,0.000
04/11/2013,20:00,134,0.7,33.6,0.5,0.000
04/11/2013,21:00,156,0.5,35.0,0.3,0.000
04/11/2013,22:00,214,0.2,98.1,0.2,0.000
04/11/2013,23:00,186,1.1,29.9,1.1,0.001
05/11/2013,00:00,151,2.8,14.9,1.5,
05/11/2013,01:00,150,2.5,15.6,1.3,0.000
05/11/2013,02:00,155,2.5,13.3,1.3,0.000
05/11/2013,03:00,157,2.2,20.3,1.4,0.000
05/11/2013,04:00,168,1.7,19.8,0.9,0.000
05/11/2013,05:00,172,0.7,98.6,0.9,0.000
05/11/2013,06:00,177,0.5,65.1,0.5,0.000
05/11/2013,07:00,167,0.9,50.7,0.7,0.000
05/11/2013,08:00,73,2.6,24.1,1.3,0.000
05/11/2013,09:00,45,2.6,21.7,1.0,0.000
05/11/2013,10:00,24,1.8,39.4,1.2,0.000
05/11/2013,11:00,45,1.8,50.5,1.4,0.000
05/11/2013,12:00,59,1.3,84.5,1.4,0.000
05/11/2013,13:00,95,1.2,71.0,1.3,0.001
05/11/2013,14:00,194,1.3,70.7,1.4,0.001
05/11/2013,15:00,174,1.4,60.2,1.5,0.001
05/11/2013,16:00,134,1.3,63.9,1.3,0.001
05/11/2013,17:00,145,1.4,61.1,1.3,0.000
05/11/2013,18:00,186,2.4,16.1,0.9,0.000
05/11/2013,19:00,188,1.4,12.2,0.6,0.000
05/11/2013,20:00,180,1.4,10.5,0.5,0.000
05/11/2013,21:00,178,1.9,12.5,0.7,0.000
05/11/2013,22:00,170,1.3,13.6,0.7,0.000
05/11/2013,23:00,190,1.5,12.8,0.5,0.000
06/11/2013,00:00,184,1.7,10.1,0.6,
06/11/2013,01:00,175,2.2,10.2,0.8,0.000
06/11/2013,02:00,173,1.1,25.6,0.6,0.000
06/11/2013,03:00,180,1.1,34.4,0.6,0.000
06/11/2013,04:00,213,1.2,38.3,0.6,0.000
06/11/2013,05:00,186,1.0,106.2,1.3,0.000
06/11/2013,06:00,275,0.6,46.7,0.3,0.001
06/11/2013,07:00,226,0.6,50.2,0.3,0.001
06/11/2013,08:00,48,0.7,63.3,0.6,0.000
06/11/2013,09:00,42,2.5,20.5,1.0,0.000
06/11/2013,10:00,24,1.9,41.9,1.2,0.000
06/11/2013,11:00,61,0.4,114.2,1.1,0.001
06/11/2013,12:00,111,0.7,83.0,1.0,0.001
06/11/2013,13:00,295,0.6,74.4,0.9,0.001
06/11/2013,14:00,1,0.9,190.6,1.1,0.002
06/11/2013,15:00,258,1.4,50.1,1.0,0.105
06/11/2013,16:00,228,0.5,89.5,0.9,0.014
06/11/2013,17:00,331,1.1,44.5,0.7,0.005
06/11/2013,18:00,244,1.2,49.7,0.9,0.055
06/11/2013,19:00,232,1.4,13.4,0.6,0.012
06/11/2013,20:00,231,0.8,35.3,0.5,0.041
06/11/2013,21:00,174,1.1,16.4,0.5,0.013
06/11/2013,22:00,171,1.3,11.8,0.4,0.001
06/11/2013,23:00,9,0.6,192.8,0.8,0.001
07/11/2013,00:00,263,0.4,70.4,0.4,
07/11/2013,01:00,277,0.5,56.3,0.2,0.003
07/11/2013,02:00,321,0.1,102.1,0.2,0.003
07/11/2013,03:00,265,0.3,65.2,0.2,0.012
07/11/2013,04:00,263,0.2,78.8,0.2,0.009
07/11/2013,05:00,202,0.9,28.6,0.4,0.026
07/11/2013,06:00,199,0.6,47.8,0.4,0.014
07/11/2013,07:00,1,0.2,155.7,0.3,0.010
07/11/2013,08:00,287,0.9,25.8,0.4,0.005
07/11/2013,09:00,281,1.6,22.3,0.7,0.003
07/11/2013,10:00,359,2.8,167.5,1.7,0.001
07/11/2013,11:00,26,4.3,20.1,1.6,0.001
07/11/2013,12:00,11,2.9,167.9,1.6,0.001
07/11/2013,13:00,7,2.6,181.3,1.6,0.001
07/11/2013,14:00,8,2.5,175.8,1.4,0.001
07/11/2013,15:00,344,1.5,48.9,1.0,0.001
07/11/2013,16:00,341,1.8,30.8,1.1,0.001
07/11/2013,17:00,339,1.8,21.7,1.0,0.001
07/11/2013,18:00,6,2.7,176.4,1.3,0.001
07/11/2013,19:00,55,3.0,22.6,1.2,0.000
07/11/2013,20:00,49,3.1,17.8,1.3,0.000
07/11/2013,21:00,12,1.9,19.8,0.8,0.000
07/11/2013,22:00,339,0.9,24.1,0.5,0.000
07/11/2013,23:00,324,0.6,27.2,0.3,0.001
08/11/2013,00:00,312,0.6,12.1,0.2,
08/11/2013,01:00,335,0.9,15.6,0.3,0.001
08/11/2013,02:00,323,0.3,143.7,0.2,0.002
08/11/2013,03:00,355,0.4,161.4,0.2,0.003
08/11/2013,04:00,61,0.3,88.1,0.4,0.002
08/11/2013,05:00,43,0.5,52.0,0.4,0.001
08/11/2013,06:00,324,0.2,122.7,0.2,0.002
08/11/2013,07:00,357,0.6,141.3,0.3,0.001
08/11/2013,08:00,293,0.8,41.5,0.5,0.001
08/11/2013,09:00,37,2.3,47.3,1.6,0.001
08/11/2013,10:00,28,2.5,35.3,1.3,0.001
08/11/2013,11:00,17,1.9,49.8,1.4,0.001
08/11/2013,12:00,17,1.8,48.9,1.3,0.001
08/11/2013,13:00,323,1.4,35.4,0.9,0.001
08/11/2013,14:00,321,2.5,28.8,1.2,0.001
08/11/2013,15:00,158,2.7,77.7,3.4,0.002
08/11/2013,16:00,120,3.9,19.7,2.1,0.001
08/11/2013,17:00,111,2.9,34.6,1.9,0.001
08/11/2013,18:00,163,3.5,15.9,1.9,0.001
08/11/2013,19:00,157,2.4,26.3,1.3,0.001
08/11/2013,20:00,212,0.2,110.8,0.9,0.001
08/11/2013,21:00,212,0.4,88.6,0.8,0.001
08/11/2013,22:00,2,1.1,35.3,0.6,0.001
08/11/2013,23:00,335,0.5,36.3,0.2,0.001
09/11/2013,00:00,301,0.2,69.7,0.2,
09/11/2013,01:00,199,0.4,60.2,0.4,0.001
09/11/2013,02:00,202,0.3,45.2,0.2,0.001
09/11/2013,03:00,192,0.8,25.3,0.4,0.001
09/11/2013,04:00,178,1.5,15.6,0.8,0.004
09/11/2013,05:00,171,1.2,24.1,0.7,0.025
09/11/2013,06:00,167,1.2,23.9,0.6,0.021
09/11/2013,07:00,169,1.9,15.5,0.9,0.046
09/11/2013,08:00,163,2.3,14.5,1.0,0.017
09/11/2013,09:00,164,1.9,24.9,1.0,0.008
09/11/2013,10:00,178,1.7,29.3,0.9,0.013
09/11/2013,11:00,195,1.0,75.8,1.0,0.072
09/11/2013,12:00,141,0.8,80.2,1.0,0.032
09/11/2013,13:00,180,0.8,77.0,0.9,0.051
09/11/2013,14:00,214,1.5,54.8,1.2,0.074
09/11/2013,15:00,198,2.5,33.9,1.5,0.255
09/11/2013,16:00,192,2.3,32.9,1.4,0.120
09/11/2013,17:00,173,2.3,35.2,1.5,0.042
09/11/2013,18:00,185,3.6,12.8,1.4,0.002
09/11/2013,19:00,188,4.2,11.4,1.4,0.008
09/11/2013,20:00,181,4.0,9.7,1.3,0.001
09/11/2013,21:00,174,2.6,11.6,1.0,0.001
09/11/2013,22:00,167,1.9,13.6,0.9,0.001
09/11/2013,23:00,166,2.9,10.1,1.2,0.001
10/11/2013,00:00,170,2.7,11.0,1.0,
10/11/2013,01:00,171,2.6,11.3,1.0,0.000
10/11/2013,02:00,170,3.0,12.2,1.2,0.000
10/11/2013,03:00,169,2.1,15.3,1.1,0.000
10/11/2013,04:00,174,2.2,16.6,1.0,0.001
10/11/2013,05:00,174,3.0,13.7,1.4,0.000
10/11/2013,06:00,172,3.1,14.6,1.5,0.000
10/11/2013,07:00,168,3.6,12.7,1.7,0.000
10/11/2013,08:00,157,2.2,22.7,1.3,0.000
10/11/2013,09:00,171,3.7,14.9,1.6,0.000
10/11/2013,10:00,168,3.3,21.1,1.7,0.000
10/11/2013,11:00,171,3.6,16.3,1.7,0.000
10/11/2013,12:00,164,4.1,13.4,1.8,0.001
10/11/2013,13:00,185,3.3,19.3,1.2,0.006
10/11/2013,14:00,185,3.4,15.0,1.2,0.016
10/11/2013,15:00,185,3.9,13.4,1.4,0.000
10/11/2013,16:00,181,5.8,11.7,1.7,0.000
10/11/2013,17:00,176,5.2,11.6,1.7,0.000
10/11/2013,18:00,172,3.5,12.2,1.4,0.000
10/11/2013,19:00,186,2.7,13.7,1.1,0.000
10/11/2013,20:00,168,1.6,21.8,0.8,0.000
10/11/2013,21:00,168,1.8,20.2,0.9,0.000
10/11/2013,22:00,126,1.6,48.0,1.1,0.000
10/11/2013,23:00,136,0.9,40.7,0.7,0.000
11/11/2013,00:00,176,1.8,23.7,1.0,
11/11/2013,01:00,182,2.2,9.7,0.7,0.000
11/11/2013,02:00,183,2.2,10.8,1.0,0.000
11/11/2013,03:00,175,3.6,10.6,1.3,0.000
11/11/2013,04:00,173,3.3,10.4,1.4,0.000
11/11/2013,05:00,173,2.3,16.5,1.2,0.000
11/11/2013,06:00,165,2.5,15.3,1.3,0.000
11/11/2013,07:00,163,2.5,19.3,1.3,0.000
11/11/2013,08:00,156,3.0,18.5,1.4,0.000
11/11/2013,09:00,158,2.7,21.6,1.4,0.000
11/11/2013,10:00,159,2.7,22.3,1.4,0.000
11/11/2013,11:00,161,2.0,33.6,1.2,0.000
11/11/2013,12:00,148,1.8,40.4,1.2,0.001
11/11/2013,13:00,151,1.8,36.9,1.2,0.000
11/11/2013,14:00,177,2.7,25.2,1.3,0.001
11/11/2013,15:00,177,2.5,27.6,1.4,0.004
11/11/2013,16:00,168,1.9,36.2,1.3,0.002
11/11/2013,17:00,168,2.3,22.0,1.3,0.001
11/11/2013,18:00,171,2.8,12.0,1.1,0.001
11/11/2013,19:00,164,2.1,12.0,1.0,0.000
11/11/2013,20:00,160,2.9,12.3,1.3,0.000
11/11/2013,21:00,165,3.0,10.8,1.2,0.000
11/11/2013,22:00,166,3.5,11.0,1.3,0.000
11/11/2013,23:00,166,3.3,11.4,1.5,0.000
12/11/2013,00:00,162,3.4,12.4,1.5,
12/11/2013,01:00,160,3.9,11.7,1.9,0.000
12/11/2013,02:00,161,3.4,13.2,1.6,0.000
12/11/2013,03:00,166,3.2,10.4,1.5,0.000
12/11/2013,04:00,166,3.3,12.1,1.4,0.000
12/11/2013,05:00,153,2.0,20.5,1.2,0.000
12/11/2013,06:00,144,2.0,21.9,1.2,0.000
12/11/2013,07:00,131,2.3,29.0,1.5,0.000
12/11/2013,08:00,134,2.7,21.3,1.5,0.000
12/11/2013,09:00,128,2.4,27.1,1.4,0.000
12/11/2013,10:00,124,2.3,29.5,1.4,0.000
12/11/2013,11:00,144,2.6,24.4,1.5,0.000
12/11/2013,12:00,162,3.7,18.7,1.8,0.000
12/11/2013,13:00,151,2.3,29.3,1.5,0.001
12/11/2013,14:00,136,1.2,53.0,1.0,0.001
12/11/2013,15:00,154,1.9,44.6,1.4,0.001
12/11/2013,16:00,178,2.4,22.8,1.2,0.001
12/11/2013,17:00,175,2.3,28.9,1.2,0.001
12/11/2013,18:00,169,2.0,14.5,0.9,0.001
12/11/2013,19:00,168,1.8,12.2,0.8,0.000
12/11/2013,20:00,168,1.9,12.3,0.9,0.000
12/11/2013,21:00,170,1.9,12.8,0.9,0.000
12/11/2013,22:00,174,2.5,12.9,1.1,0.000
12/11/2013,23:00,174,1.9,16.6,0.9,0.000
13/11/2013,00:00,184,1.9,16.1,0.9,
13/11/2013,01:00,192,1.6,16.2,0.7,0.000
13/11/2013,02:00,183,1.8,17.5,0.9,0.000
13/11/2013,03:00,187,1.8,11.6,0.7,0.000
13/11/2013,04:00,177,2.0,21.1,0.9,0.000
13/11/2013,05:00,175,2.0,14.9,0.9,0.000
13/11/2013,06:00,169,2.1,15.4,1.0,0.000
13/11/2013,07:00,142,2.3,23.8,1.3,0.000
13/11/2013,08:00,119,2.6,22.9,1.7,0.000
13/11/2013,09:00,102,3.1,24.0,1.6,0.000
13/11/2013,10:00,100,2.8,26.8,1.5,0.000
13/11/2013,11:00,122,1.8,35.7,1.2,0.000
13/11/2013,12:00,111,1.5,49.3,1.3,0.000
13/11/2013,13:00,163,2.3,37.4,1.3,0.001
13/11/2013,14:00,158,2.2,45.9,1.5,0.000
13/11/2013,15:00,182,1.2,74.7,1.3,0.067
13/11/2013,16:00,171,2.6,32.8,1.6,0.001
13/11/2013,17:00,173,2.8,23.3,1.4,0.001
13/11/2013,18:00,184,2.8,13.0,1.0,0.002
13/11/2013,19:00,174,2.4,14.1,1.0,0.000
13/11/2013,20:00,168,2.9,10.2,1.2,0.000
13/11/2013,21:00,167,2.1,12.7,1.0,0.000
13/11/2013,22:00,165,1.9,11.7,0.9,0.000
13/11/2013,23:00,171,1.7,22.4,1.0,0.000
14/11/2013,00:00,169,1.5,24.1,0.9,
14/11/2013,01:00,177,2.0,10.7,0.7,0.000
14/11/2013,02:00,176,1.1,20.1,0.6,0.000
14/11/2013,03:00,163,1.0,35.5,0.8,0.000
14/11/2013,04:00,172,1.2,25.7,0.7,0.000
14/11/2013,05:00,177,1.8,17.5,0.9,0.001
14/11/2013,06:00,191,1.3,14.6,0.5,0.001
14/11/2013,07:00,157,1.6,24.0,1.0,0.000
14/11/2013,08:00,142,2.1,23.8,1.3,0.000
14/11/2013,09:00,133,2.1,23.4,1.2,0.000
14/11/2013,10:00,148,2.3,21.2,1.2,0.000
14/11/2013,11:00,148,2.4,25.8,1.4,0.000
14/11/2013,12:00,169,2.7,24.7,1.6,0.000
14/11/2013,13:00,171,2.6,25.7,1.4,0.001
14/11/2013,14:00,193,3.2,33.4,1.6,0.002
14/11/2013,15:00,176,3.5,22.1,1.8,0.001
14/11/2013,16:00,175,3.2,21.0,1.8,0.001
14/11/2013,17:00,180,3.4,17.7,1.4,0.000
14/11/2013,18:00,181,3.4,13.6,1.3,0.000
14/11/2013,19:00,170,1.9,10.7,1.2,0.000
14/11/2013,20:00,167,1.2,13.0,0.5,0.000
14/11/2013,21:00,190,1.1,18.8,0.4,0.000
14/11/2013,22:00,195,1.3,12.6,0.4,0.000
14/11/2013,23:00,193,1.6,10.6,0.4,0.000
15/11/2013,00:00,203,1.1,20.3,0.5,
15/11/2013,01:00,189,1.5,17.1,0.6,0.000
15/11/2013,02:00,194,2.0,7.7,0.4,0.000
15/11/2013,03:00,192,1.5,11.3,0.5,0.000
15/11/2013,04:00,197,1.4,9.6,0.4,0.000
15/11/2013,05:00,192,1.8,5.6,0.4,0.001
15/11/2013,06:00,201,1.3,12.3,0.4,0.002
15/11/2013,07:00,154,1.5,33.5,1.1,0.000
15/11/2013,08:00,125,2.1,26.5,1.4,0.000
15/11/2013,09:00,116,2.3,28.7,1.4,0.000
15/11/2013,10:00,132,2.0,34.8,1.3,0.000
15/11/2013,11:00,133,1.3,53.8,1.0,0.000
15/11/2013,12:00,128,1.0,72.1,1.2,0.001
15/11/2013,13:00,162,1.5,58.3,1.4,0.001
15/11/2013,14:00,170,2.4,40.0,1.6,0.001
15/11/2013,15:00,183,3.0,28.0,1.8,0.001
15/11/2013,16:00,175,3.1,26.7,1.9,0.001
15/11/2013,17:00,148,2.1,24.7,1.3,0.001
15/11/2013,18:00,170,2.6,16.0,1.4,0.001
15/11/2013,19:00,172,1.4,12.9,0.8,0.001
15/11/2013,20:00,180,0.9,13.6,0.2,0.001
15/11/2013,21:00,193,1.0,9.7,0.3,0.001
15/11/2013,22:00,189,1.0,12.7,0.3,0.000
15/11/2013,23:00,199,0.9,29.0,0.5,0.001
16/11/2013,00:00,191,1.2,12.0,0.3,
16/11/2013,01:00,194,1.2,10.1,0.4,0.001
16/11/2013,02:00,192,0.9,14.4,0.3,0.001
16/11/2013,03:00,214,0.6,32.7,0.2,0.001
16/11/2013,04:00,218,0.7,30.4,0.2,0.001
16/11/2013,05:00,242,0.5,24.4,0.2,0.001
16/11/2013,06:00,242,0.5,36.5,0.2,0.001
16/11/2013,07:00,41,1.4,46.0,1.1,0.001
16/11/2013,08:00,40,2.8,19.8,1.3,0.000
16/11/2013,09:00,35,2.2,25.5,1.0,0.000
16/11/2013,10:00,40,2.6,29.5,1.2,0.000
16/11/2013,11:00,25,2.1,43.1,1.2,0.001
16/11/2013,12:00,73,1.2,63.3,1.2,0.001
16/11/2013,13:00,123,1.1,64.8,1.1,0.014
16/11/2013,14:00,97,0.6,100.6,1.2,0.031
16/11/2013,15:00,4,1.4,164.8,1.0,0.017
16/11/2013,16:00,332,0.9,73.7,1.1,0.173
16/11/2013,17:00,349,1.2,38.3,0.7,0.015
16/11/2013,18:00,345,1.4,19.4,0.6,0.005
16/11/2013,19:00,339,1.3,6.1,0.4,0.003
16/11/2013,20:00,353,0.5,24.9,0.2,0.002
16/11/2013,21:00,304,0.3,46.3,0.1,0.001
16/11/2013,22:00,,0.0,109.4,0.1,0.002
16/11/2013,23:00,260,0.2,73.2,0.2,0.003
17/11/2013,00:00,25,0.7,15.0,0.3,
17/11/2013,01:00,341,0.5,34.7,0.3,0.005
17/11/2013,02:00,310,1.0,35.6,0.6,0.010
17/11/2013,03:00,285,2.0,14.9,0.8,0.011
17/11/2013,04:00,294,1.5,15.9,0.7,0.001
17/11/2013,05:00,302,0.6,59.7,0.7,0.002
17/11/2013,06:00,156,0.1,118.7,0.4,0.047
17/11/2013,07:00,69,0.3,100.7,0.4,0.039
17/11/2013,08:00,154,2.4,19.2,1.3,0.004
17/11/2013,09:00,148,2.4,26.3,1.5,0.001
17/11/2013,10:00,156,3.5,20.1,2.1,0.001
17/11/2013,11:00,135,2.7,26.5,1.7,0.001
17/11/2013,12:00,150,3.4,18.8,1.8,0.001
17/11/2013,13:00,151,3.0,19.4,1.7,0.001
17/11/2013,14:00,158,3.6,17.6,1.9,0.001
17/11/2013,15:00,162,4.9,12.6,2.1,0.001
17/11/2013,16:00,154,3.1,15.8,1.6,0.001
17/11/2013,17:00,157,3.4,12.4,1.6,0.001
17/11/2013,18:00,149,2.2,17.4,1.2,0.001
17/11/2013,19:00,157,1.9,16.4,1.1,0.001
17/11/2013,20:00,166,1.7,18.6,0.9,0.001
17/11/2013,21:00,174,0.6,47.4,0.5,0.001
17/11/2013,22:00,236,0.3,86.0,0.3,0.001
17/11/2013,23:00,183,1.0,19.4,0.4,0.001
18/11/2013,00:00,334,1.1,26.2,0.6,
18/11/2013,01:00,1,0.6,47.7,0.4,0.000
18/11/2013,02:00,38,2.2,20.5,1.3,0.001
18/11/2013,03:00,39,2.3,10.4,0.8,0.001
18/11/2013,04:00,95,1.1,28.8,0.7,0.001
18/11/2013,05:00,112,0.4,57.3,0.3,0.001
18/11/2013,06:00,336,0.4,146.2,0.2,0.001
18/11/2013,07:00,60,1.0,34.9,0.6,0.001
18/11/2013,08:00,45,1.3,19.6,0.5,0.001
18/11/2013,09:00,41,1.9,25.1,0.8,0.001
18/11/2013,10:00,38,1.4,44.5,0.9,0.000
18/11/2013,11:00,52,0.9,66.7,0.7,
18/11/2013,12:00,13,0.2,115.5,0.5,
18/11/2013,13:00,62,1.0,49.9,0.6,0.000
18/11/2013,14:00,349,1.0,169.1,0.8,0.000
18/11/2013,15:00,22,0.7,92.8,1.0,0.000
18/11/2013,16:00,312,0.3,86.4,0.7,0.000
18/11/2013,17:00,342,1.1,26.3,0.6,0.000
18/11/2013,18:00,339,1.0,23.1,0.5,0.000
18/11/2013,19:00,334,0.5,27.8,0.3,0.000
18/11/2013,20:00,350,0.6,154.9,0.2,0.000
18/11/2013,21:00,330,0.7,18.5,0.3,0.000
18/11/2013,22:00,322,1.3,18.4,0.5,0.002
18/11/2013,23:00,306,1.2,19.0,0.5,0.001
19/11/2013,00:00,300,1.0,17.5,0.4,
19/11/2013,01:00,304,0.7,16.5,0.3,0.000
19/11/2013,02:00,307,0.6,19.1,0.3,0.000
19/11/2013,03:00,331,0.9,15.4,0.5,0.000
19/11/2013,04:00,332,1.0,20.9,0.6,0.001
19/11/2013,05:00,9,0.5,166.5,0.2,0.000
19/11/2013,06:00,23,1.0,166.1,0.6,0.001
19/11/2013,07:00,356,0.5,170.2,0.3,0.001
19/11/2013,08:00,266,0.2,96.5,0.3,0.001
19/11/2013,09:00,190,0.4,62.2,0.3,0.001
19/11/2013,10:00,48,1.1,57.2,0.7,0.000
19/11/2013,11:00,36,2.2,36.5,1.2,0.000
19/11/2013,12:00,39,2.1,43.0,1.3,0.000
19/11/2013,13:00,6,1.4,175.0,1.2,0.000
19/11/2013,14:00,32,2.2,39.4,1.3,0.000
19/11/2013,15:00,20,2.5,27.8,1.3,0.000
19/11/2013,16:00,15,2.8,25.7,1.4,0.000
19/11/2013,17:00,13,2.6,24.0,1.2,0.000
19/11/2013,18:00,23,2.7,20.5,1.1,0.000
19/11/2013,19:00,24,2.2,18.1,0.9,0.000
19/11/2013,20:00,29,2.3,14.5,1.0,0.000
19/11/2013,21:00,356,1.7,22.1,0.9,0.000
19/11/2013,22:00,360,1.7,175.1,0.7,0.000
19/11/2013,23:00,15,1.8,22.0,0.8,0.000
20/11/2013,00:00,8,1.2,176.8,0.5,
20/11/2013,01:00,356,0.7,24.6,0.4,0.000
20/11/2013,02:00,8,0.8,159.0,0.5,0.000
20/11/2013,03:00,2,1.4,21.3,0.7,0.000
20/11/2013,04:00,7,1.8,175.5,0.8,0.000
20/11/2013,05:00,347,1.2,20.1,0.6,0.000
